date,platform,campaign_type,industry,country,impressions,clicks,CTR,CPC,ad_spend,conversions,CPA,revenue,ROAS,sessions,total_orders,new_customers,cvr_percentage,cac_usd
2024-07-17,TikTok Ads,Shopping,E-commerce,UAE,177517,13917,0.0784,0.91,12664.47,671,18.87,36680.47,2.9,13221,671,536,5.08,23.63
2024-12-30,TikTok Ads,Search,EdTech,Germany,196349,8325,0.0424,0.69,5744.25,398,14.43,42464.91,7.39,7908,398,318,5.03,18.06
2024-10-31,TikTok Ads,Search,SaaS,UAE,174898,13029,0.0745,1.26,16416.54,822,19.97,162206.84,9.88,12377,822,657,6.64,24.99
2024-06-30,Google Ads,Display,EdTech,USA,83972,4903,0.0584,2.9,14218.7,341,41.7,36574.45,2.57,4657,341,272,7.32,52.27
2024-04-26,Meta Ads,Search,Fintech,USA,165371,2993,0.0181,1.51,4519.43,32,141.23,8918.68,1.97,2843,32,25,1.13,180.78
2024-08-30,TikTok Ads,Shopping,Fintech,USA,133949,7219,0.0539,1.52,10972.88,73,150.31,21583.28,1.97,6858,73,58,1.06,189.19
2024-09-15,TikTok Ads,Display,Fintech,Australia,105400,7704,0.0731,1.11,8551.44,442,19.35,49251.38,5.76,7318,442,353,6.04,24.23
2024-08-04,Google Ads,Shopping,EdTech,USA,63959,2014,0.0315,2.28,4591.92,150,30.61,37769.59,8.23,1913,150,120,7.84,38.27
2024-03-06,Google Ads,Search,SaaS,India,6044,146,0.0242,1.13,164.98,5,33.0,611.36,3.71,138,5,4,3.62,41.24
2024-04-08,Google Ads,Shopping,Fintech,USA,90945,3637,0.04,3.02,10983.74,145,75.75,21488.5,1.96,3455,145,116,4.2,94.69
2024-02-01,Google Ads,Search,SaaS,UK,73681,4457,0.0605,1.77,7888.89,95,83.04,11815.26,1.5,4234,95,76,2.24,103.8
2024-12-14,Google Ads,Display,Healthcare,Australia,195545,8799,0.045,2.98,26221.02,444,59.06,122723.09,4.68,8359,444,355,5.31,73.86
2024-07-14,Google Ads,Shopping,E-commerce,USA,46846,2183,0.0466,3.36,7334.88,46,159.45,5098.84,0.7,2073,46,36,2.22,203.75
2024-07-03,Google Ads,Shopping,Healthcare,Canada,183428,4549,0.0248,2.11,9598.39,135,71.1,6604.0,0.69,4321,135,108,3.12,88.87
2024-05-09,Google Ads,Shopping,EdTech,Australia,173913,5860,0.0337,3.46,20275.6,111,182.66,20779.66,1.02,5567,111,88,1.99,230.4
2024-05-05,Google Ads,Video,SaaS,USA,190541,9527,0.05,2.17,20673.59,157,131.68,5416.71,0.26,9050,157,125,1.73,165.39
2024-09-11,TikTok Ads,Video,SaaS,Canada,122116,5507,0.0451,0.98,5396.86,110,49.06,3555.98,0.66,5231,110,88,2.1,61.33
2024-03-23,Google Ads,Display,Fintech,India,47879,1149,0.024,3.06,3515.94,25,140.64,3124.11,0.89,1091,25,20,2.29,175.8
2024-10-08,Meta Ads,Search,Healthcare,USA,164876,5820,0.0353,0.74,4306.8,463,9.3,73917.74,17.16,5529,463,370,8.37,11.64
2024-05-13,Meta Ads,Display,SaaS,USA,163253,1779,0.0109,0.51,907.29,121,7.5,18762.73,20.68,1690,121,96,7.16,9.45
2024-10-04,Meta Ads,Shopping,Fintech,India,120631,1532,0.0127,0.77,1179.64,114,10.35,25286.78,21.44,1455,114,91,7.84,12.96
2024-04-29,Meta Ads,Display,Fintech,Australia,12610,197,0.0157,0.66,130.02,11,11.82,2637.16,20.28,187,11,8,5.88,16.25
2024-01-12,Meta Ads,Video,Healthcare,UK,62676,595,0.0095,2.42,1439.9,32,45.0,1319.08,0.92,565,32,25,5.66,57.6
2024-07-10,Google Ads,Search,Fintech,UK,59943,2163,0.0361,3.29,7116.27,114,62.42,4800.81,0.67,2054,114,91,5.55,78.2
2024-10-20,Meta Ads,Display,SaaS,USA,78302,900,0.0115,0.49,441.0,52,8.48,6354.23,14.41,855,52,41,6.08,10.76
2024-09-04,Google Ads,Video,EdTech,UK,154805,9535,0.0616,0.96,9153.6,525,17.44,18155.37,1.98,9058,525,420,5.8,21.79
2024-05-09,TikTok Ads,Video,Fintech,Australia,41839,2991,0.0715,0.99,2961.09,45,65.8,9665.89,3.26,2841,45,36,1.58,82.25
2024-06-17,Meta Ads,Shopping,SaaS,India,127872,2953,0.0231,0.59,1742.27,150,11.62,15282.38,8.77,2805,150,120,5.35,14.52
2024-11-04,Google Ads,Display,Fintech,Germany,146779,5019,0.0342,2.22,11142.18,349,31.93,91145.36,8.18,4768,349,279,7.32,39.94
2024-06-26,Google Ads,Shopping,EdTech,USA,133588,6545,0.049,1.68,10995.6,241,45.62,34421.71,3.13,6217,241,192,3.88,57.27
2024-01-29,Google Ads,Video,Fintech,UK,82462,3916,0.0475,2.1,8223.6,199,41.32,48785.37,5.93,3720,199,159,5.35,51.72
2024-01-18,Google Ads,Display,E-commerce,Australia,55248,1646,0.0298,2.6,4279.6,43,99.53,12311.15,2.88,1563,43,34,2.75,125.87
2024-08-09,Google Ads,Display,Healthcare,UAE,90374,2349,0.026,0.97,2278.53,69,33.02,5506.03,2.42,2231,69,55,3.09,41.43
2024-03-06,Meta Ads,Video,EdTech,USA,104976,1238,0.0118,1.52,1881.76,16,117.61,4162.98,2.21,1176,16,12,1.36,156.81
2024-11-10,Google Ads,Display,SaaS,Australia,124774,3481,0.0279,1.21,4212.01,113,37.27,4447.19,1.06,3306,113,90,3.42,46.8
2024-08-14,Google Ads,Search,SaaS,USA,109263,2829,0.0259,0.88,2489.52,129,19.3,14321.34,5.75,2687,129,103,4.8,24.17
2024-06-13,Google Ads,Video,Fintech,UAE,105814,6126,0.0579,2.79,17091.54,289,59.14,45447.24,2.66,5819,289,231,4.97,73.99
2024-08-16,TikTok Ads,Shopping,Healthcare,Canada,41113,2347,0.0571,0.96,2253.12,33,68.28,2659.26,1.18,2229,33,26,1.48,86.66
2024-01-15,Google Ads,Search,SaaS,Canada,43098,1620,0.0376,2.73,4422.6,39,113.4,7135.44,1.61,1539,39,31,2.53,142.66
2024-08-28,Meta Ads,Display,E-commerce,Canada,25991,309,0.0119,1.52,469.68,14,33.55,2306.63,4.91,293,14,11,4.78,42.7
2024-11-21,Google Ads,Display,EdTech,India,150778,2985,0.0198,1.39,4149.15,59,70.32,16435.61,3.96,2835,59,47,2.08,88.28
2024-07-17,Google Ads,Video,EdTech,Germany,113500,7604,0.067,1.3,9885.2,340,29.07,21520.64,2.18,7223,340,272,4.71,36.34
2024-10-31,Meta Ads,Video,EdTech,UAE,140453,4213,0.03,1.09,4592.17,56,82.0,4347.77,0.95,4002,56,44,1.4,104.37
2024-04-21,TikTok Ads,Display,SaaS,Germany,27936,1402,0.0502,1.32,1850.64,99,18.69,26865.9,14.52,1331,99,79,7.44,23.43
2024-02-27,TikTok Ads,Display,SaaS,UK,133303,4225,0.0317,1.53,6464.25,139,46.51,8508.68,1.32,4013,139,111,3.46,58.24
2024-05-02,Google Ads,Video,EdTech,UAE,117333,2898,0.0247,3.93,11389.14,48,237.27,5367.73,0.47,2753,48,38,1.74,299.71
2024-09-14,Meta Ads,Display,SaaS,USA,152680,6214,0.0407,2.1,13049.4,283,46.11,13261.37,1.02,5903,283,226,4.79,57.74
2024-09-20,Google Ads,Display,Healthcare,USA,168384,4681,0.0278,2.57,12030.17,267,45.06,58628.48,4.87,4446,267,213,6.01,56.48
2024-08-22,Google Ads,Display,Fintech,Australia,106026,5152,0.0486,1.72,8861.44,240,36.92,50663.13,5.72,4894,240,192,4.9,46.15
2024-04-22,Google Ads,Search,E-commerce,Germany,107364,4895,0.0456,2.65,12971.75,200,64.86,42108.23,3.25,4650,200,160,4.3,81.07
2024-06-25,Google Ads,Video,EdTech,UK,132152,7572,0.0573,1.14,8632.08,552,15.64,115644.47,13.4,7193,552,441,7.67,19.57
2024-07-14,Google Ads,Shopping,Fintech,Australia,116695,5799,0.0497,3.13,18150.87,372,48.79,56034.95,3.09,5509,372,297,6.75,61.11
2024-11-28,Meta Ads,Search,E-commerce,UK,116030,4177,0.036,0.9,3759.3,188,20.0,8691.11,2.31,3968,188,150,4.74,25.06
2024-08-11,TikTok Ads,Search,E-commerce,Australia,164599,11209,0.0681,0.41,4595.69,653,7.04,133415.01,29.03,10648,653,522,6.13,8.8
2024-04-18,TikTok Ads,Video,Fintech,India,188844,12860,0.0681,0.98,12602.8,892,14.13,133607.64,10.6,12217,892,713,7.3,17.68
2024-09-10,TikTok Ads,Search,E-commerce,Canada,90468,5753,0.0636,0.8,4602.4,141,32.64,12042.73,2.62,5465,141,112,2.58,41.09
2024-06-24,Google Ads,Video,E-commerce,Australia,117223,7935,0.0677,2.02,16028.7,166,96.56,47449.87,2.96,7538,166,132,2.2,121.43
2024-03-26,TikTok Ads,Shopping,SaaS,Germany,93478,5786,0.0619,0.42,2430.12,272,8.93,27905.19,11.48,5496,272,217,4.95,11.2
2024-11-29,Google Ads,Video,EdTech,Canada,9134,228,0.025,1.39,316.92,2,158.46,329.55,1.04,216,2,1,0.93,316.92
2024-05-10,Meta Ads,Display,E-commerce,UAE,29485,1341,0.0455,1.41,1890.81,46,41.1,4626.55,2.45,1273,46,36,3.61,52.52
2024-12-23,TikTok Ads,Video,SaaS,Canada,22221,1706,0.0768,0.5,853.0,74,11.53,14659.06,17.19,1620,74,59,4.57,14.46
2024-06-19,Google Ads,Display,SaaS,Germany,178567,8374,0.0469,1.33,11137.42,98,113.65,8808.29,0.79,7955,98,78,1.23,142.79
2024-10-06,TikTok Ads,Display,E-commerce,Australia,93074,4225,0.0454,1.54,6506.5,300,21.69,11467.08,1.76,4013,300,240,7.48,27.11
2024-12-24,Google Ads,Search,Healthcare,Australia,155840,4566,0.0293,1.12,5113.92,312,16.39,40138.5,7.85,4337,312,249,7.19,20.54
2024-07-21,TikTok Ads,Display,E-commerce,India,21956,1611,0.0734,1.41,2271.51,79,28.75,9545.28,4.2,1530,79,63,5.16,36.06
2024-05-06,Meta Ads,Search,E-commerce,USA,177224,2374,0.0134,1.57,3727.18,142,26.25,18303.42,4.91,2255,142,113,6.3,32.98
2024-11-04,Google Ads,Search,EdTech,UAE,93720,2661,0.0284,1.7,4523.7,104,43.5,18904.07,4.18,2527,104,83,4.12,54.5
2024-05-28,Google Ads,Display,EdTech,USA,169909,7781,0.0458,2.5,19452.5,124,156.88,26123.28,1.34,7391,124,99,1.68,196.49
2024-08-05,Meta Ads,Video,Healthcare,USA,46548,1047,0.0225,1.55,1622.85,28,57.96,7800.92,4.81,994,28,22,2.82,73.77
2024-12-08,Meta Ads,Search,Healthcare,USA,6875,158,0.0231,1.83,289.14,2,144.57,386.94,1.34,150,2,1,1.33,289.14
2024-12-26,Google Ads,Search,SaaS,India,106975,4300,0.0402,2.39,10277.0,335,30.68,35904.36,3.49,4085,335,268,8.2,38.35
2024-02-08,Google Ads,Shopping,SaaS,UK,10574,389,0.0368,2.59,1007.51,6,167.92,908.68,0.9,369,6,4,1.63,251.88
2024-07-16,TikTok Ads,Video,Fintech,Australia,147658,6939,0.047,0.86,5967.54,282,21.16,39581.75,6.63,6592,282,225,4.28,26.52
2024-06-02,Meta Ads,Shopping,SaaS,Canada,52013,1565,0.0301,1.03,1611.95,23,70.08,6481.69,4.02,1486,23,18,1.55,89.55
2024-10-18,Google Ads,Search,E-commerce,India,49484,1118,0.0226,2.05,2291.9,79,29.01,18417.53,8.04,1062,79,63,7.44,36.38
2024-07-04,Google Ads,Search,Healthcare,USA,18877,545,0.0289,3.2,1744.0,26,67.08,5981.0,3.43,517,26,20,5.03,87.2
2024-04-15,Meta Ads,Shopping,Healthcare,UK,106505,1022,0.0096,1.8,1839.6,27,68.13,2467.18,1.34,970,27,21,2.78,87.6
2024-05-25,Google Ads,Search,E-commerce,India,65107,1777,0.0273,1.63,2896.51,128,22.63,29612.56,10.22,1688,128,102,7.58,28.4
2024-03-02,Google Ads,Shopping,SaaS,India,69839,1620,0.0232,1.26,2041.2,80,25.52,22785.52,11.16,1539,80,64,5.2,31.89
2024-02-27,Google Ads,Video,SaaS,USA,104794,5920,0.0565,3.66,21667.2,359,60.35,21837.83,1.01,5624,359,287,6.38,75.5
2024-04-14,Meta Ads,Video,EdTech,USA,33549,1224,0.0365,0.76,930.24,89,10.45,26101.34,28.06,1162,89,71,7.66,13.1
2024-02-17,Google Ads,Video,SaaS,Germany,133027,7808,0.0587,1.26,9838.08,153,64.3,22193.12,2.26,7417,153,122,2.06,80.64
2024-11-12,Meta Ads,Video,EdTech,Germany,27419,1192,0.0435,1.83,2181.36,38,57.4,5935.39,2.72,1132,38,30,3.36,72.71
2024-05-24,Google Ads,Video,Healthcare,Canada,102648,2330,0.0227,2.55,5941.5,157,37.84,28653.63,4.82,2213,157,125,7.09,47.53
2024-01-20,Google Ads,Display,E-commerce,Canada,181687,8321,0.0458,3.14,26127.94,651,40.14,189283.47,7.24,7904,651,520,8.24,50.25
2024-07-22,Google Ads,Display,SaaS,UK,166792,6071,0.0364,3.15,19123.65,323,59.21,23590.83,1.23,5767,323,258,5.6,74.12
2024-06-26,TikTok Ads,Search,SaaS,USA,7889,416,0.0528,1.0,416.0,16,26.0,2147.95,5.16,395,16,12,4.05,34.67
2024-11-14,Meta Ads,Video,E-commerce,India,129746,4891,0.0377,1.81,8852.71,117,75.66,26101.17,2.95,4646,117,93,2.52,95.19
2024-03-17,Google Ads,Display,E-commerce,Germany,94506,3269,0.0346,1.56,5099.64,193,26.42,7342.38,1.44,3105,193,154,6.22,33.11
2024-05-17,Google Ads,Display,EdTech,Canada,12086,594,0.0492,2.46,1461.24,21,69.58,3418.15,2.34,564,21,16,3.72,91.33
2024-05-07,TikTok Ads,Display,SaaS,UK,145497,4743,0.0326,0.35,1660.05,313,5.3,81349.35,49.0,4505,313,250,6.95,6.64
2024-05-18,Meta Ads,Search,EdTech,UAE,14491,259,0.0179,1.7,440.3,3,146.77,260.32,0.59,246,3,2,1.22,220.15
2024-03-13,Meta Ads,Shopping,Fintech,UAE,156043,4478,0.0287,1.33,5955.74,193,30.86,22322.38,3.75,4254,193,154,4.54,38.67
2024-07-19,TikTok Ads,Display,Healthcare,UK,115304,3551,0.0308,1.56,5539.56,232,23.88,22178.1,4.0,3373,232,185,6.88,29.94
2024-09-24,TikTok Ads,Shopping,Fintech,UAE,132571,9147,0.069,1.02,9329.94,502,18.59,55471.3,5.95,8689,502,401,5.78,23.27
2024-11-13,Google Ads,Display,E-commerce,UAE,92502,2960,0.032,2.06,6097.6,201,30.34,47885.36,7.85,2812,201,160,7.15,38.11
2024-11-23,Google Ads,Display,EdTech,USA,133792,6943,0.0519,2.35,16316.05,186,87.72,17630.23,1.08,6595,186,148,2.82,110.24
2024-12-26,Google Ads,Display,EdTech,UK,77258,3963,0.0513,1.8,7133.4,135,52.84,34518.13,4.84,3764,135,108,3.59,66.05
2024-05-10,Google Ads,Display,EdTech,UAE,74672,2665,0.0357,1.56,4157.4,129,32.23,32318.91,7.77,2531,129,103,5.1,40.36
2024-04-18,TikTok Ads,Search,Healthcare,Australia,41558,1757,0.0423,1.21,2125.97,72,29.53,18414.15,8.66,1669,72,57,4.31,37.3
2024-12-05,Google Ads,Shopping,Healthcare,Australia,134560,5947,0.0442,2.84,16889.48,144,117.29,23257.77,1.38,5649,144,115,2.55,146.87
2024-05-26,TikTok Ads,Search,E-commerce,Canada,143518,10491,0.0731,0.85,8917.35,313,28.49,46285.52,5.19,9966,313,250,3.14,35.67
2024-10-09,Meta Ads,Video,Fintech,UK,7402,91,0.0124,2.08,189.28,6,31.55,1105.17,5.84,86,6,4,6.98,47.32
2024-09-25,Google Ads,Shopping,EdTech,Australia,49225,2367,0.0481,1.84,4355.28,137,31.79,8811.53,2.02,2248,137,109,6.09,39.96
2024-07-28,Google Ads,Video,Healthcare,India,173678,11428,0.0658,2.11,24113.08,310,77.78,83080.36,3.45,10856,310,248,2.86,97.23
2024-03-07,Meta Ads,Display,Healthcare,Australia,92793,1261,0.0136,0.37,466.57,80,5.83,13024.34,27.92,1197,80,64,6.68,7.29
2024-08-09,TikTok Ads,Video,SaaS,UK,122408,6671,0.0545,1.17,7805.07,293,26.64,67215.82,8.61,6337,293,234,4.62,33.35
2024-07-04,TikTok Ads,Search,E-commerce,UAE,162826,7815,0.048,1.64,12816.6,120,106.81,13520.75,1.05,7424,120,96,1.62,133.51
2024-07-10,Meta Ads,Shopping,Healthcare,India,134614,3190,0.0237,1.78,5678.2,188,30.2,41736.54,7.35,3030,188,150,6.2,37.85
2024-03-18,Google Ads,Shopping,Fintech,India,116451,3388,0.0291,3.39,11485.32,188,61.09,28791.61,2.51,3218,188,150,5.84,76.57
2024-02-13,Google Ads,Search,E-commerce,Germany,188276,11277,0.0599,2.48,27966.96,554,50.48,89376.47,3.2,10713,554,443,5.17,63.13
2024-07-14,Meta Ads,Search,Fintech,Australia,165552,4337,0.0262,2.22,9628.14,132,72.94,21448.35,2.23,4120,132,105,3.2,91.7
2024-08-18,Meta Ads,Video,EdTech,UK,82271,3397,0.0413,0.52,1766.44,36,49.07,6412.73,3.63,3227,36,28,1.12,63.09
2024-12-30,TikTok Ads,Search,Fintech,Germany,61921,3814,0.0616,0.31,1182.34,50,23.65,8842.35,7.48,3623,50,40,1.38,29.56
2024-09-26,Google Ads,Shopping,E-commerce,Canada,161089,6540,0.0406,2.1,13734.0,285,48.19,49746.79,3.62,6213,285,228,4.59,60.24
2024-09-13,Google Ads,Shopping,Healthcare,USA,85618,2679,0.0313,0.92,2464.68,74,33.31,6024.46,2.44,2545,74,59,2.91,41.77
2024-12-12,Meta Ads,Search,Healthcare,Australia,30457,606,0.0199,0.58,351.48,34,10.34,4981.94,14.17,575,34,27,5.91,13.02
2024-01-25,TikTok Ads,Search,E-commerce,India,46420,1880,0.0405,1.9,3572.0,113,31.61,5769.59,1.62,1786,113,90,6.33,39.69
2024-08-21,Google Ads,Search,E-commerce,UK,180746,5024,0.0278,1.28,6430.72,64,100.48,17709.21,2.75,4772,64,51,1.34,126.09
2024-06-26,TikTok Ads,Search,SaaS,Germany,131244,5604,0.0427,0.38,2129.52,229,9.3,65541.49,30.78,5323,229,183,4.3,11.64
2024-03-01,Google Ads,Search,E-commerce,Germany,86678,2158,0.0249,1.45,3129.1,163,19.2,27708.88,8.86,2050,163,130,7.95,24.07
2024-11-03,Google Ads,Display,EdTech,Canada,70226,4037,0.0575,2.16,8719.92,240,36.33,68153.47,7.82,3835,240,192,6.26,45.42
2024-12-01,Google Ads,Search,Fintech,Germany,124119,6416,0.0517,2.55,16360.8,358,45.7,48445.72,2.96,6095,358,286,5.87,57.21
2024-05-16,Google Ads,Shopping,Healthcare,UAE,126292,5165,0.0409,1.49,7695.85,110,69.96,14074.18,1.83,4906,110,88,2.24,87.45
2024-02-23,Google Ads,Video,E-commerce,Canada,189935,10161,0.0535,1.49,15139.89,615,24.62,31748.86,2.1,9652,615,492,6.37,30.77
2024-04-16,Google Ads,Display,EdTech,UAE,103066,2380,0.0231,2.49,5926.2,121,48.98,20395.26,3.44,2261,121,96,5.35,61.73
2024-03-30,Meta Ads,Shopping,E-commerce,USA,11083,193,0.0175,0.83,160.19,11,14.56,912.82,5.7,183,11,8,6.01,20.02
2024-04-25,Meta Ads,Display,EdTech,UAE,6074,128,0.0212,1.51,193.28,5,38.66,1253.71,6.49,121,5,4,4.13,48.32
2024-10-11,TikTok Ads,Video,Healthcare,Canada,54752,2814,0.0514,0.86,2420.04,137,17.66,13580.22,5.61,2673,137,109,5.13,22.2
2024-02-10,Meta Ads,Video,Healthcare,UK,141313,4762,0.0337,1.05,5000.1,207,24.16,26737.15,5.35,4523,207,165,4.58,30.3
2024-11-28,TikTok Ads,Display,EdTech,USA,34669,1965,0.0567,1.61,3163.65,74,42.75,12153.4,3.84,1866,74,59,3.97,53.62
2024-03-17,Meta Ads,Display,E-commerce,Australia,104714,1015,0.0097,0.93,943.95,78,12.1,20952.03,22.2,964,78,62,8.09,15.23
2024-05-30,TikTok Ads,Video,Healthcare,UAE,109733,6616,0.0603,0.91,6020.56,516,11.67,53965.61,8.96,6285,516,412,8.21,14.61
2024-09-16,TikTok Ads,Display,SaaS,USA,67502,5859,0.0868,0.48,2812.32,395,7.12,42271.31,15.03,5566,395,316,7.1,8.9
2024-04-24,Google Ads,Display,E-commerce,Canada,129121,4893,0.0379,2.56,12526.08,137,91.43,7241.16,0.58,4648,137,109,2.95,114.92
2024-03-25,Google Ads,Video,Fintech,USA,173102,4414,0.0255,3.4,15007.6,341,44.01,52487.34,3.5,4193,341,272,8.13,55.18
2024-03-27,Google Ads,Shopping,EdTech,Canada,140607,6397,0.0455,1.43,9147.71,393,23.28,82224.93,8.99,6077,393,314,6.47,29.13
2024-01-11,Google Ads,Search,Healthcare,Germany,48351,2156,0.0446,3.16,6812.96,83,82.08,7504.87,1.1,2048,83,66,4.05,103.23
2024-04-06,TikTok Ads,Video,Fintech,Germany,118135,8151,0.069,0.69,5624.19,428,13.14,64189.34,11.41,7743,428,342,5.53,16.44
2024-06-25,TikTok Ads,Search,Fintech,UK,20185,878,0.0435,0.61,535.58,27,19.84,7476.28,13.96,834,27,21,3.24,25.5
2024-11-29,TikTok Ads,Video,E-commerce,Australia,50802,3617,0.0712,0.42,1519.14,279,5.44,22644.29,14.91,3436,279,223,8.12,6.81
2024-08-14,Meta Ads,Shopping,E-commerce,Canada,34048,694,0.0204,1.45,1006.3,49,20.54,12555.06,12.48,659,49,39,7.44,25.8
2024-02-23,TikTok Ads,Video,SaaS,UAE,56672,2397,0.0423,0.48,1150.56,138,8.34,33165.74,28.83,2277,138,110,6.06,10.46
2024-05-15,Google Ads,Video,Fintech,UAE,128962,7337,0.0569,1.35,9904.95,226,43.83,26098.81,2.63,6970,226,180,3.24,55.03
2024-09-22,Meta Ads,Video,Healthcare,UK,15532,593,0.0382,1.43,847.99,45,18.84,2243.79,2.65,563,45,36,7.99,23.56
2024-08-15,Google Ads,Video,Fintech,Australia,154666,5939,0.0384,1.28,7601.92,366,20.77,24965.13,3.28,5642,366,292,6.49,26.03
2024-08-22,TikTok Ads,Video,E-commerce,USA,9722,455,0.0469,1.21,550.55,29,18.98,3533.89,6.42,432,29,23,6.71,23.94
2024-08-10,Google Ads,Display,Fintech,Australia,24464,511,0.0209,1.12,572.32,20,28.62,5921.83,10.35,485,20,16,4.12,35.77
2024-02-09,Meta Ads,Video,E-commerce,India,170413,3936,0.0231,0.71,2794.56,63,44.36,12671.79,4.53,3739,63,50,1.68,55.89
2024-03-12,TikTok Ads,Video,Fintech,Germany,109205,4499,0.0412,0.84,3779.16,49,77.13,13660.38,3.61,4274,49,39,1.15,96.9
2024-08-20,Google Ads,Shopping,E-commerce,Germany,161926,5424,0.0335,3.29,17844.96,87,205.11,11807.21,0.66,5152,87,69,1.69,258.62
2024-10-14,Meta Ads,Search,E-commerce,UK,125725,1646,0.0131,0.81,1333.26,19,70.17,2319.58,1.74,1563,19,15,1.22,88.88
2024-05-17,TikTok Ads,Video,Healthcare,UAE,116301,4198,0.0361,1.45,6087.1,212,28.71,37780.9,6.21,3988,212,169,5.32,36.02
2024-12-12,Google Ads,Shopping,SaaS,Canada,88251,2665,0.0302,1.29,3437.85,151,22.77,17509.21,5.09,2531,151,120,5.97,28.65
2024-10-12,Google Ads,Video,EdTech,Germany,185378,3244,0.0175,1.82,5904.08,246,24.0,67552.8,11.44,3081,246,196,7.98,30.12
2024-08-13,Meta Ads,Shopping,SaaS,USA,177905,5532,0.0311,0.98,5421.36,370,14.65,14673.05,2.71,5255,370,296,7.04,18.32
2024-08-16,Meta Ads,Video,E-commerce,Canada,122845,2714,0.0221,0.57,1546.98,143,10.82,36419.79,23.54,2578,143,114,5.55,13.57
2024-06-17,Meta Ads,Video,Healthcare,Germany,36017,1210,0.0336,1.01,1222.1,28,43.65,1258.31,1.03,1149,28,22,2.44,55.55
2024-05-13,Google Ads,Search,EdTech,USA,71267,3962,0.0556,0.93,3684.66,287,12.84,50107.59,13.6,3763,287,229,7.63,16.09
2024-01-04,Meta Ads,Display,EdTech,India,97152,1156,0.0119,0.54,624.24,43,14.52,4965.75,7.95,1098,43,34,3.92,18.36
2024-09-03,Meta Ads,Shopping,E-commerce,USA,33834,906,0.0268,0.88,797.28,23,34.66,2361.23,2.96,860,23,18,2.67,44.29
2024-12-14,TikTok Ads,Shopping,E-commerce,Canada,183775,7093,0.0386,1.0,7093.0,373,19.02,88634.0,12.5,6738,373,298,5.54,23.8
2024-08-31,Meta Ads,Search,Fintech,UAE,199405,5204,0.0261,0.96,4995.84,333,15.0,25169.83,5.04,4943,333,266,6.74,18.78
2024-03-19,TikTok Ads,Search,Healthcare,Germany,169512,9475,0.0559,1.41,13359.75,203,65.81,26995.02,2.02,9001,203,162,2.26,82.47
2024-11-06,Google Ads,Display,EdTech,India,14884,541,0.0364,3.25,1758.25,43,40.89,4123.58,2.35,513,43,34,8.38,51.71
2024-11-19,TikTok Ads,Shopping,Healthcare,Germany,47623,1695,0.0356,1.85,3135.75,36,87.1,9884.86,3.15,1610,36,28,2.24,111.99
2024-11-24,Meta Ads,Search,E-commerce,USA,102780,1952,0.019,1.2,2342.4,63,37.18,16160.9,6.9,1854,63,50,3.4,46.85
2024-02-10,Google Ads,Shopping,Healthcare,Australia,167717,4142,0.0247,1.73,7165.66,71,100.92,15937.54,2.22,3934,71,56,1.8,127.96
2024-09-05,Meta Ads,Search,E-commerce,UK,189598,6673,0.0352,1.99,13279.27,170,78.11,36177.68,2.72,6339,170,136,2.68,97.64
2024-01-21,TikTok Ads,Display,SaaS,Germany,92273,6237,0.0676,1.41,8794.17,291,30.22,72065.02,8.19,5925,291,232,4.91,37.91
2024-09-05,Google Ads,Display,Fintech,UK,118884,5932,0.0499,2.95,17499.4,450,38.89,121374.91,6.94,5635,450,360,7.99,48.61
2024-04-04,Google Ads,Search,Healthcare,Australia,84303,4417,0.0524,3.12,13781.04,100,137.81,20354.89,1.48,4196,100,80,2.38,172.26
2024-01-04,Google Ads,Video,EdTech,Germany,89730,4621,0.0515,2.68,12384.28,277,44.71,13483.54,1.09,4389,277,221,6.31,56.04
2024-11-30,Google Ads,Search,SaaS,UK,174737,5207,0.0298,1.44,7498.08,398,18.84,90351.24,12.05,4946,398,318,8.05,23.58
2024-09-10,Google Ads,Shopping,Healthcare,Germany,145508,7158,0.0492,1.44,10307.52,566,18.21,76404.29,7.41,6800,566,452,8.32,22.8
2024-04-24,Google Ads,Shopping,EdTech,Australia,75649,1792,0.0237,2.78,4981.76,110,45.29,12588.99,2.53,1702,110,88,6.46,56.61
2024-03-25,TikTok Ads,Display,E-commerce,UK,85522,3378,0.0395,0.35,1182.3,167,7.08,30312.31,25.64,3209,167,133,5.2,8.89
2024-11-19,Meta Ads,Shopping,Healthcare,Canada,19588,434,0.0222,1.77,768.18,5,153.64,560.03,0.73,412,5,4,1.21,192.04
2024-11-02,TikTok Ads,Video,E-commerce,Canada,92985,8024,0.0863,0.85,6820.4,520,13.12,150774.99,22.11,7622,520,416,6.82,16.4
2024-03-21,Google Ads,Video,E-commerce,USA,134198,2670,0.0199,3.15,8410.5,71,118.46,14769.75,1.76,2536,71,56,2.8,150.19
2024-12-06,TikTok Ads,Search,E-commerce,Canada,25951,809,0.0312,0.48,388.32,61,6.37,10397.04,26.77,768,61,48,7.94,8.09
2024-10-19,Google Ads,Shopping,E-commerce,UK,55385,1678,0.0303,1.44,2416.32,64,37.76,18110.48,7.5,1594,64,51,4.02,47.38
2024-01-01,Google Ads,Search,SaaS,India,21702,1000,0.0461,3.17,3170.0,17,186.47,3670.88,1.16,950,17,13,1.79,243.85
2024-02-27,TikTok Ads,Search,SaaS,UAE,195972,13796,0.0704,0.5,6898.0,645,10.69,54701.33,7.93,13106,645,516,4.92,13.37
